GeneAcc,HKR1T1,LIR1T1,HKR2T1,LIR2T1,UIR1T1,LIR3T1,HKR1T2,LIR1T2,HKR2T2,LIR2T2,UIR1T2,LIR3T2,HKR1T3,LIR1T3,HKR2T3,LIR2T3,UIR1T3,LIR3T3
4506681,272033.399780611,415355.140625,371540.928318015,508013.59765625,386273.588925653,657009.09375,15194.9916053401,45747.484375,27622.9602406866,70664.736328125,31185.4584414127,104910.68359375,134101.928897684,149569.74609375,253017.108776632,278706.0625,163064.32857277,253110.9921875
34932414,233271.470639621,198196.83203125,214614.30042245,225114.897460937,344726.142663465,438818.296875,267880.587317799,291633.33203125,142544.196894422,174398.853515625,230746.635330136,319373.33203125,234331.247638168,211137.05859375,239889.586372747,216756.131835938,342866.586642695,442675.09765625
5803013,997305.95247532,913112.476806641,729619.74964216,1448164.58447266,1717233.2162966,1438857.82739258,267530.422017689,223122.161499023,234820.544685485,404725.3046875,391607.0149949,355113.494873047,195660.390785878,170533.908325195,171849.753168957,276607.919921875,324979.670590676,253824.781738281
5803187,1666031.93235412,953356.736328125,1401172.5014564,774151.333984375,1252703.71962288,727697.6953125,656295.977392114,422257.43359375,503407.753278472,317530.766113281,533744.017009594,314636.678222656,572001.780159336,356552.4921875,443076.475275744,267094.095703125,468094.15590668,274395.81640625
4506381,411791.599753219,655822.712890625,368722.834151709,836564.099609375,602219.758540214,1066891.80175781,271197.36268348,326142.467773438,298562.682744405,462343.655273438,330085.944218314,480178.609375,232817.810199211,314692.254394531,211485.042435539,414484.852050781,322324.694349656,507161.522460937
72534660,470262.408779859,347123.494140625,288287.704253892,294983.118164062,675443.950364566,516466.19921875,294636.257625994,202311.903320313,137714.985180011,165579.500732422,452410.565615601,296552.245117188,370594.846568795,275143.244140625,183296.294859399,211235.5546875,561414.001953555,403019.6015625
67782305,642029.164446999,730474.594482422,2344538.98280046,1155226.78723145,273807.641811407,153478.541748047,409003.776783707,491368.223632813,1413886.63597345,695543.662109375,180654.890465135,105770.261108398,394467.740473831,481688.907226563,1441398.17115065,641360.091796875,170706.27791266,96862.7563476562
284448551,1944686.43545788,2343827.10522461,1627179.51650949,1372181.67175293,3119032.40793485,3585335.52294922,1107762.77782393,1501117.59130859,678962.05707609,643741.594848633,2217161.67974451,2812307.37353516,1228778.56347348,2075458.58154297,924840.20362074,907669.586242676,2264154.4003125,3006106.40234375
14141152,248695.338831167,313554.618164062,280083.553551445,427318.245849609,509573.849598108,836816.483398438,30242.0295878768,47948.5546875,32500.2181677568,61278.32421875,71018.7122046738,112775.59375,84529.1038137991,100063.2734375,85397.2687780049,114615.38671875,177861.031530318,244551.546875
13654237,39632.1235437111,39529.138671875,12327.605087498,19426.0483398438,51357.8426302357,103646.87109375,5256.2924409813,6916.9306640625,25843.5254593806,13557.556640625,14007.4098252268,20189.3203125,,,,,392.8569327688,1197.4780273438
4504327,174502.361325544,473724.037109375,65717.0611410328,340138.4921875,274359.753433737,434250.85546875,3151.0257348025,4267.8159179688,2931.1028440493,2517.9035644531,4797.2560866433,4126.4990234375,,,,,,
144226251,224894.324197411,166419.915283203,415765.441832617,269732.634033203,116966.10760022,100999.101806641,295667.339732218,197311.8984375,288185.510467132,321083.322998047,156526.005191215,126536.65625,233410.089773566,160693.894836426,229313.351618622,258555.226806641,144793.361053956,100790.976196289
4826998,247359.616436965,194896.3046875,199342.552866305,197275.325561523,327804.244393655,332383.052734375,197701.994021415,202235.32421875,175324.443592559,167811.733886719,282974.225249213,300449.786621094,175153.420651126,148943.870361328,210250.853238403,139614.726318359,257721.3649248,261284.28137207
20127499,166009.737588752,219769.16015625,373351.896255064,214803.943359375,287622.808409824,263250.1953125,171611.880776914,189525.676757813,93570.0194302282,155160.401855469,217896.65485369,175536.892089844,149780.784650695,160800.361328125,100866.805987778,134453.392578125,190382.970450019,147044.69921875
255958282,147085.974563995,109023.260986328,97613.2691872416,111070.453613281,200013.802842267,151337.3203125,152036.679234925,119017.459960938,102062.980813051,131170.489257813,196161.397355439,146114.387207031,140819.188811501,112697.899902344,97759.9304251187,119557.516601563,201597.588203002,158932.207580566
469608410,283973.267857589,107065.2265625,345735.774160921,92831.95703125,144440.2254879,70331.0063476562,229611.213430048,98198.2000732421,229326.232086346,74006.9685058594,139957.377853748,72959.7962646484,154925.455792158,68675.8419189453,194907.583955976,61497.114074707,133051.588611651,54503.5510864258
55956899,649290.293385175,1167132.00390625,303817.113424674,348249.8671875,882672.399066635,165215.368164062,390056.316376111,650007.55859375,167619.834566782,201938.336425781,516672.612302568,85332.26171875,293882.074313494,526492.501953125,102558.033369459,149475.504882813,408226.504448427,62279.5349121094
94721250,385672.541807452,281507.474609375,215714.526043334,319162.27734375,441257.396709702,468108.22265625,106137.147414098,81274.046875,37127.7009952047,107869.767578125,137668.710175437,185057.51171875,293131.469650349,233483.764648438,155426.888687469,269641.328125,356643.311967676,433072.703125
193211614,130113.975918599,120740.950683594,146890.741298371,222323.732910156,170809.539336467,165778.152832031,23266.803315467,20887.919921875,29462.9998534242,41873.87890625,16724.363149381,17477.59765625,58276.9322407599,65094.029296875,60516.5904122538,101207.5234375,87923.4289616441,112489.708984375
34147630,48571.2558263269,50048.0012207031,47568.3588954003,38351.7885742188,99831.8735455677,125353.989257812,36042.9163050813,53125.97265625,53454.3683474252,50221.0220947266,50838.7365435822,64088.53515625,67467.763297027,72807.0622558594,70862.5492562254,56946.9026184082,135998.718784306,176739.551757813
153792590,332416.3002588,284463.377197266,557150.042538175,243562.591796875,523430.822870362,453654.177246094,202990.836266649,181104.33984375,169005.096231125,100991.007324219,297043.461183569,283440.478027344,125488.37145885,115854.755859375,123940.18881589,66195.294921875,195001.075584154,186416.984375
5453832,401466.416644682,303230.869140625,495070.33061233,459873.841796875,395362.826645073,372155.55078125,123053.372190759,92004.4921875,121476.071969457,153309.21484375,123119.08018766,127704.57421875,226005.717429771,178371.5390625,247041.281055835,255120.081054687,229030.411261167,222159.381835937
747165389,681942.306745482,582400.041992188,731780.13425933,791305.26953125,621230.030420901,713701.482910156,335434.705704405,313580.369140625,303125.825838196,392062.30078125,320927.978645201,398311.922851563,415770.372452873,346490.995056152,473983.054179837,505160.043457031,393408.387724501,442831.680664063
4758988,5263939.57244626,8064010.79302979,5167089.53527645,4459305.18530273,19130204.0761086,16563907.7734375,2735499.26741353,3969698.57373047,2867651.35421853,2451927.44238281,9266566.91125439,7957641.58984375,1911584.74903228,2816868.66210938,2171517.59734727,1836479.44799805,6879234.50383257,5556227.03857422
11128019,187921.29867095,168540.15625,477521.487652816,136826.359375,323511.365941109,204954.98046875,79621.8601406787,66380.6328125,225146.015645172,53381.931640625,146939.261007135,89991.83203125,106159.628560319,105519.4296875,192973.277023867,69753.076171875,163736.309616727,98873.51171875
4504151,4127.8729275164,11747.009765625,2469.7009766846,5494.0712890625,4686.4075359445,7216.6650390625,1313.0841517131,2909.7866210938,,1933.3679199219,3307.0662602297,5235.138671875,2815.0538909808,5208.8366699219,3177.8581596351,4973.9770507813,5053.3071151924,11579.6333007813
7657532,67630.831539687,47328.0546875,279114.127680572,50230.447265625,35393.332185003,23137.1240234375,106385.500722082,85021.65234375,410666.409859147,92785.03125,68996.8393375716,52909.5463867187,121632.008735582,121584.46875,798325.539303827,146996.470703125,66643.2168756428,48904.23046875
38045913,436727.983418524,277010.716796875,387342.935738989,202728.63671875,261644.625637156,192258.469726562,196828.926958819,135991.799804687,145657.106603962,87924.9624023437,134717.675537019,92984.7114257812,184134.43759995,127036.49609375,129927.797196078,78327.84765625,115631.969596407,83678.6040039063
4505865,24530.0796294331,52756.9453125,38740.4537835796,153833.919921875,83093.3287567661,150374.45703125,27364.6723289294,36455,28902.6328222777,106422.736328125,61783.2916567508,141108.9375,39549.4185793605,75318.3905029297,48417.4555288026,206131.22265625,112421.138375503,227808.809326172
15150811,155032.723902355,215886.654296875,128142.444528378,163959.502929687,401419.556427548,423319.40234375,40610.9534787482,39196.634765625,30339.2010095437,37023.0122070313,150136.185054361,156854.8828125,34571.7412227716,45396.6499023438,27408.8221267104,38450.818359375,141011.868346587,155704.60546875
7705421,97969.3707185804,184593.21875,50913.9767277337,156556.921875,259227.647452439,419931.84375,9517.4489539019,10039.0673828125,4378.9877609687,5581.3354492188,26475.6091512185,28033.7900390625,183408.259924486,283482.813598633,75219.2374694383,198388.22265625,603626.306985395,812729.612304688
7657176,146018.993583818,170595.025390625,107439.54948815,206423.767089844,177919.973865581,142846.017822266,40390.6762829489,38862.5263671875,33890.8930713826,59926.80859375,37496.2424952781,33091.1958007813,89322.7828390453,103268.495117188,107267.010184622,133593.641601562,106036.686769425,96018.3696289063
4757952,1401115.9850673,2645077.74414063,526312.044287702,928170.732421875,2943126.29163451,2018985.43359375,457161.546891925,548341.075195313,326871.001960221,627190.208984375,1023790.98697695,1191492.1484375,697348.254880206,1214264.65820312,360258.507199095,631060.177734375,1549291.33299965,1347360.50585938
22538442,321173.99102344,211241.447265625,139033.79083305,196491.296875,157641.280980261,114769.374023438,213452.009775294,96510.6611328125,78534.2082866847,108645.406738281,110254.244619789,62730.5737304688,117019.39955221,62698.6403808594,65305.2976340977,67649.8896484375,77091.8386102796,35519.9382324219
8922601,241134.244711101,436661.961914063,422907.974997629,758500.390625,566677.040613401,1041871.890625,151692.423629039,293395.608886719,207553.270643038,613098.98046875,315191.662464743,692174.751953125,106919.468755591,204628.964355469,158671.746919849,472341.48046875,190546.073612488,437121.594726562
4758516,177813.452463153,139773.564941406,229572.770270521,119206.061035156,245371.925540021,163973.678710938,49220.7846770438,34494.6064453125,65496.6378909648,34837.244140625,69367.4480025271,46072.8427734375,35500.1617911766,31290.44140625,62021.7345086049,26490.63671875,49954.5112553258,28863.8447265625
18379366,759213.146998652,927142.525390625,404611.445249855,696100.946289062,1609027.67565597,2285507.1015625,540999.857736122,702741.576171875,268652.464987769,585246.753417969,1205975.74878299,1697162.20068359,544480.19535657,678972.866699219,269505.732991885,604793.305664063,1257744.4515074,1701373.13378906
14043070,103536.883531349,84864.8781738281,207867.680091859,169555.669677734,305219.527969941,237998.329345703,91481.7836772228,78314.9729003906,102388.680287564,144370.537109375,279393.99704391,209019.680419922,81988.3712021293,72488.5458984375,93084.3425930928,129457.155273437,264696.069203024,188726.572265625
555943903,129375.687084718,128499.045898437,104549.26130769,106470.976074219,44024.0437044419,54362.2189941406,179291.421791309,154558.466186523,213887.283980193,162556.086669922,124986.887158371,123244.629150391,68475.190327124,60367.9343261718,78589.650466261,73629.7325439453,49583.6991235603,46444.6092529297
10835049,190701.395404303,307195.2265625,234081.972871144,240893.856445312,299150.978307242,465350.140625,113923.686868259,173783.26171875,141352.625765874,137526.762695313,176384.557345486,280299.580078125,122303.99549472,200558.303710938,135730.274099583,128738.374023438,194916.300797479,315680.09765625
4507949,861013.462818796,645955.1015625,1016052.7896745,587740.46875,876052.685284749,613296.5078125,525506.510319715,420191.715820313,647314.120549263,385582.129394531,601016.569991136,430285.502197266,602350.992023513,485356.850341797,764580.999723326,439792.232788086,683379.247421563,494470.940673828
4506699,31189.5973421763,18306.0595703125,33671.3250810967,33309.5654296875,27798.0803042618,15265.2563476563,78907.2957727751,77658.6098632813,57039.0280884691,78778.5673828125,84165.9589335812,67429.3564453125,33399.2597197932,53008.16015625,12241.235752816,30213.193359375,42498.4629046377,29811.8046875
18104967,314300.801510043,327322.46484375,243288.234161912,251497.982421875,680799.523498771,750717.0859375,194345.185505823,215317.305664063,142356.129992316,148648.954101563,449843.670997968,531614.171875,164867.622185427,174201.043945312,111673.756169974,120667.84765625,366182.505540047,399195.8046875
15431290,151830.150154649,276496.697753906,117764.364962674,323876.60546875,235735.800353925,444535.504882812,50694.400358087,89124.0146484375,66335.7686769588,180035.203125,57801.2196327496,123021.245117187,27803.3302169325,39109.9384765625,51835.6849591302,110435.052734375,13801.0241591314,39925.75
4885379,1534559.57550955,1373264.79150391,778553.627764581,1225830.65283203,1073426.93582616,1588476.93115234,1095880.07866735,1018601.32226563,634376.997823372,913274.288574219,791849.640759853,1136823.32226563,1280345.03426738,1160223.22314453,739634.376597331,1071150.98266602,926366.194782615,1351838.73950195
939646432,217555.874546781,101113.96875,173398.053092596,122888.443359375,92268.8463415195,65453.1328125,,,,,,,31271.5973535619,23031.859375,2589.2871160846,13243.7475585937,29433.363552354,22006.84765625
19923233,346201.938860299,303416.947265625,316881.620096149,120336.732421875,211594.057166239,240177.20703125,65993.9866054031,58112.609375,75951.1022071485,17675.3271484375,41070.4493478547,43276.9375,,,,,,
4503117,397387.557276962,653146.1875,1038864.68663579,214012.908203125,2366039.1354508,1330710.484375,264861.72768342,309759.00390625,780245.773044682,103318.140625,1522256.25469929,859612.390625,3151.2482793999,2224.271484375,14888.3188880138,659.7591552734,9658.5438382403,3451.4819335938
15431293,43547.7285282351,116923.703125,44118.0064180888,169565.9375,75470.5662227271,246807.75,13868.7217920629,42243.91796875,7954.5284704169,44075.4208984375,25103.5530331691,102143.580078125,5173.9637021267,15648.4536132813,4385.040960193,20316.51953125,11467.2993742227,44005.169921875
5032057,880202.009365707,348415.318847656,986901.593073985,1162599.36914063,154155.499986234,137744.043457031,471428.216553377,238609.385742187,996746.588986312,738293.28125,190649.232754406,174435.278198242,210216.654986819,121291.56640625,1003865.23088873,449820.533203125,100578.432587456,108466.693359375
260099723,282247.473430811,278195.896484375,468308.41935433,218986.926269531,419846.53632172,383138.607910156,77173.9574234372,69365.794921875,111870.072081188,66314.025390625,98514.1592609983,92895.1494140625,42445.1393275329,32704.93359375,71479.0554567184,36192.6240234375,56593.3460063195,39627.76953125
31377697,49950.1999928628,54462.7890625,47778.8849584208,65884.5830078125,83349.4176825775,104077.529296875,45531.7405393494,45086.9819335937,79142.6448184207,58733.5102539062,62799.7119975408,77552.8515625,43802.4915670057,50998.4693603515,61485.3109480142,72325.7426757812,71072.3624626455,97440.365234375
56699409,66181.4131803242,63403.203125,28707.4085818615,44445.158996582,75881.29810813,104279.221191406,39500.4200629176,39905.1328125,14958.515892506,31662.951171875,48685.8271044759,60299.8868408203,25232.380849584,28740.3766174317,9915.99262623,17870.3182373047,35439.127875175,45070.3690795899
6005721,336062.318285382,356430.857421875,156891.085839053,334070.98828125,488202.834413847,716931.04296875,286988.810870892,297561.80859375,140398.589921914,312778.65625,444694.018531521,608418.7265625,590086.545158222,596326.25,292897.357522424,604080.041015625,873497.525949205,1172242.16015625
157266300,87145.3723144908,109942.10546875,147586.797683506,144033.63671875,274314.482213251,336905.0078125,16476.1450128062,24092.40625,31572.5458671369,26611.69140625,51206.9971361999,57559.2734375,21073.3857087104,32344.7403564453,46199.668077094,27952.5594482422,70262.7248902672,82714.2412109374
313482810,20671.0920001385,25521.041015625,8918.9860503574,18932.83203125,28524.607921279,47654.0234375,6421.6709556519,8252.8969726563,2916.5747890891,10083.8350830078,9729.9602156445,19920.5029296875,37192.3272074797,48720.0715332032,17624.7036554451,36993.0415039062,57423.6594203349,107291.131835938
98986464,427308.29119275,396263.71484375,143482.14391557,381820.859375,617073.478324312,808909.140625,273593.267616144,264037.642578125,103177.067476126,260669.26171875,413278.726803872,540738.56640625,495096.405235097,490369.611328125,170273.922128524,480684.658203125,852954.994495024,1059592.23046875
18379349,11777.1081387298,14113.140625,7340.2481285955,10552.35546875,15841.4499359177,16918.107421875,106639.81871165,100812.029296875,36237.7527328274,75163.482421875,134570.477807434,143109.80859375,68136.6097720045,63322.30078125,19525.1831802263,43473.447265625,82321.6523411673,86150.44921875
314122177,151971.548492382,160486.447265625,206011.063775616,303396.740234375,228151.77588997,214343.416015625,158645.242190267,162504.942382813,264876.957143373,301351.796875,236605.936216649,205522.870605469,141639.942265196,146063.077148438,233491.193173251,289559.033203125,212883.552878759,186212.497070313
4503301,201811.145671513,192571.845703125,192045.195832254,173686.814453125,283010.030323538,280408.770996094,65371.6165061545,66623.890625,61102.6470815578,59694.763671875,112996.55211885,136445.8671875,29539.4433881491,33119.578125,30694.3110641365,30595.279296875,53098.024311167,56308.94921875
705044002,,,,,,,70111.8352039687,58811.7060546875,17954.7230571365,145658.390625,79934.219185375,103787.338378906,,,,,,
4758638,87062.9356397273,75869.4067382813,78418.3744251684,50163.1311035156,61289.6562180094,50545.4028320313,62463.5354212601,49540.0122070313,46719.8879285853,38416.1206054688,47102.4518382878,33652.4975585938,104766.488722995,89363.9868164062,106669.849708271,62477.2102050782,80777.9003373001,68586.634765625
10880989,740759.495627922,870814.8984375,414074.276652564,538758.716796875,1506595.18742546,1725279.95703125,459970.650727834,552504.880859375,249672.181424195,322791.85546875,919534.719885493,1051035.0703125,376952.477492999,468993.962890625,217634.245515781,279967.672851563,809044.831374166,908725.8515625
354721184,174053.000212716,169627.25390625,223423.465590649,272281.587890625,105701.082598984,118976.352539063,153948.4721895,187978.90625,138809.492214418,162234.765625,268687.294688953,202795.625,271249.533909057,310786.595703125,278152.150533698,302586.8515625,461685.443078818,334004.704101563
5174447,7104.6087659931,5962.3459472656,7942.0994071328,3759.8502197266,8199.2815693998,14975.359375,,,,,,,17315.5019009322,19893.3693847656,27854.9683445005,24520.681640625,25143.9770499643,25339.29296875
4557581,472371.681862484,700813.396728516,2221333.9143303,364191.319091797,649576.634566472,591728.635253906,134196.609281395,120012.666992188,1336064.99579802,142318.611328125,86445.3565361727,69570.478515625,64323.4267804788,57955.31640625,645685.750352055,62547.4415283203,35750.2065561565,30015.720703125
4504041,141058.414366235,284878.6171875,101077.719000688,182806.661132813,492373.136897832,799763.8984375,82992.6540764368,162556.9453125,58508.0450958342,95195.501953125,254650.566844295,423915.198242188,104893.916032776,215314.115112305,71668.4184804389,126108.600830078,306385.425841096,531730.784667969
4506663,183392.796521836,489281.90625,176629.42862996,550851.77734375,438848.813279975,725341.90625,5102.5499514444,11307.7734375,3212.3270892043,22970.10546875,9161.7276915223,38760.14453125,7435.9199474258,25728.62890625,10703.8761349452,44079.318359375,18732.6408218159,66473.154296875
13775198,226133.81623042,158781.890136719,202904.071998984,127436.385742188,245232.698854497,132246.605957031,189793.444849379,140460.409179688,195743.677337321,95534.0129394531,199745.43455225,110878.989624023,205063.188839056,130372.845703125,179742.484635665,97149.2431640625,193234.41127526,115106.373046875
7706563,598919.98095866,666138.810546875,343126.059022221,593727.408203125,1132126.49895671,1124312.80859375,409467.377029277,452486.893554688,218083.615066968,407034.8359375,733296.098062914,727125.33203125,296534.777857748,352490.7734375,177556.631777875,317436.870117188,603898.862632329,584327.326171875
19923231,111199.732932558,176194.134765625,53492.7072471228,105278.46875,188333.761770754,257672.71875,57579.5761453856,123206.5703125,5883.648451582,66493.8515625,109557.438938183,113731.9921875,139720.087572612,180536.4296875,89493.1566204661,122054.279296875,169885.555901171,177605.28125
4557579,260404.951646413,169348.311279297,888515.17738467,114403.484130859,174253.617164886,114718.800292969,350922.403712154,227923.430664063,1143867.06216275,265602.135498047,241026.572592785,145290.387207031,269662.317397321,175983.420654297,936362.181481637,99592.3684082031,192847.93698671,121888.255126953
5031873,37682.9842436226,41658.52734375,16167.2945089397,31566.88671875,46488.9459826184,59531.96484375,13248.3406435267,13744.2568359375,4130.0164964633,11963.9365234375,18042.5564316387,21703.73828125,14537.0941072413,12596.1728515625,5284.0092343638,11792.490234375,17799.6523728595,23133.6640625
238624110,54826059.8756394,68859308.1939087,29698809.5735473,25748135.5228271,78882720.3920009,146457561.715607,37673664.8134888,45595163.4646607,20286698.7777689,17674170.1643066,52928505.1964348,97028010.0114441,39648729.2842909,48690391.4188538,22600447.1542226,18072637.4978333,56747716.2809186,102376214.246765
300934762,20937.6437550245,21795.78125,25053.8087675635,22995.7734375,46859.9846698221,39581.85546875,,,,,,,40501.8424569257,44842.78515625,68385.7866228788,65770.0234375,88649.0895778749,98525.5546875
83627705,43993.0734420078,46688.0859375,26226.3431344189,50758.458984375,57010.2688420582,59356.052734375,26885.6691107449,50314.396484375,9234.7336630382,40394.265625,44018.0085054562,48791.919921875,50729.1071454651,177678.796875,18112.530555533,70475.14453125,73984.7821501302,118540.724609375
24797106,45613.8141052109,54336.9621582031,29551.568264788,47214.40625,209921.104891375,203666.733398438,860.5673864431,1220.9694824219,308.6868131875,2243.9641113281,2666.6815567698,3342.5476074219,,,,,,
746817424,74130.702917979,174288.80859375,83415.573100039,298554.2578125,162828.789104345,482614.53125,87507.6192223218,151388.25,78877.3318509918,235150.53125,158541.965973903,378468.796875,17157.1156626638,41100.35546875,16699.9769530847,77809.6328125,32912.317142723,126581.34375
5453597,202087.602113144,193785.544921875,138295.832476008,201796.807617188,184456.320459833,210434.854492187,18329.7906423968,17298.5063476562,11985.3277429623,16334.6098632813,18531.9739248373,20612.794921875,11038.9589274044,9980.267578125,9790.8816479028,10338.125,10617.8993033237,9840.697265625
4506901,413623.089860853,349393.743164063,313068.05934737,319025.673828125,594649.574358065,550077.83203125,143958.281703096,124420.939453125,100046.397909002,108674.818359375,235854.953085044,220744.92578125,214030.842042065,176249.90234375,173898.067996787,154174.129882812,365881.473097228,289022.89453125
21614525,63308.3959605389,133397.212890625,72409.548312767,170900.202148438,103793.690639658,125294.8203125,47128.223306982,91525.2734375,40894.3013065807,109068.001953125,66275.0112110638,81653.951171875,140885.687174364,258030.606445313,128315.673649288,333293.508789063,232403.397613634,267683.475585937
28373105,40567.2459596112,45098.06640625,15415.2115281948,43210.39453125,74876.0855925663,120587.3203125,,,,,,,2734.7151551096,3818.2265625,2280.8384789162,2837.1315917969,5755.1882468351,9060.60546875
4885281,,,,,,,6448.2411557635,6178.0307617188,3180.2489687912,5371.0454101563,7057.2658954602,5877.9384765625,,,,,,979.6743164063
70995211,96458.6311389366,82027.33984375,56423.7235689646,88372.2734375,32662.6432509916,38064.017578125,31328.4872220024,28561.025390625,23053.3904811223,31934.78125,12706.2125816218,11554.90625,12766.5803438097,13704.5927734375,,15050.4345703125,15697.8524137849,16679.806640625
937827788,,,,,,,27018.116297874,19919.8828125,22952.7777881993,19247.5024414062,30701.9764078256,33777.1455078125,17600.6936140635,12701.8828125,12738.2975442811,12153.0947265625,19486.4897894272,20654.947265625
10800140,1747701.69358116,1902459.265625,607469.408288583,230925.50390625,2369581.80503615,3870676.6875,1004564.23454445,1108314.64453125,347768.030460125,115992.772949219,1411438.70978341,2269426.0703125,1286446.60024025,1413232.203125,776705.783822393,213483.616210938,1654918.13365059,2681608.109375
15431301,51408.6561456513,115569.369140625,40972.6363317296,128507.034179687,99596.1802786061,287150.607421875,35436.1096185419,90355.4443359375,31030.4919826818,103682.818359375,67168.7840376252,246565.193359375,16473.6367239272,39565.947265625,21098.8412799345,53589.0546875,39736.938053112,137561.75390625
62420877,14040.4280923589,15288.142578125,8829.5266548398,21496.513671875,20419.6102772633,31416.17578125,7614.9195607846,8974.3837890625,12069.448565962,11577.8896484375,11118.5338249951,10731.3046875,18388.7538473896,22429.537109375,16040.4239261126,22347.7109375,21553.7371854518,32479.189453125
363498929,93178.3211727912,103380.265625,105817.938250107,102913.875,75777.6514575808,109798.09375,,,,,,,31688.3108955518,45850.5625,11537.9405028462,31324.453125,41667.7347582376,42845.90234375
4885063,79175.4952957661,53623.1799316407,179166.906962638,54539.1491699219,64970.7313380151,52771.6953125,76798.5171107004,53395.703125,152010.552313776,56704.3225097656,62025.6091390462,42470.4730224609,54651.2774029527,40358.4533691406,128541.195104526,46494.5598144531,46826.1315724776,30647.5792236328
16579885,86268.7451040621,189603.2890625,17713.4581038664,268217.578125,160216.742023604,492953.5,7760.4421634375,23066.923828125,3666.850476428,24877.884765625,12483.7994788316,35604.6875,20009.9388045982,42349.9296875,21217.1592042228,65269.2812500001,33830.5311552427,103914.9375
19923483,127699.004532624,216734.807617188,172182.289017292,165028.9765625,573695.32695028,409293.645507813,97325.4445919109,151464.724121094,116056.181171798,127819.750976563,395100.299244935,300789.625976562,74234.9890191941,124566.79296875,109017.229214999,98961.859375,345310.123097713,238276.41015625
10834978,14469.8488647854,35064.6391601563,377642.098039116,290723.4609375,26599.5284957143,48108.05078125,11105.6434622089,30594.3762207031,321370.221740671,256141.27734375,21252.5559876646,45473.8225097656,,,,,,
14110420,114864.894016034,82110.44140625,154557.661041102,74057.7856445312,196759.941278678,143044.047363281,130086.17457077,90574.2983398437,117134.118843686,73094.0966796875,91617.8882287883,62430.2927246094,35874.1801620057,27569.9562988281,44060.2713507257,23534.0363769531,70974.1986698785,53936.037109375
31543615,182609.263463554,198532.748046875,55302.1210331749,101383.3125,390688.254054076,396780.0625,62230.7701255939,55431.4995117188,27699.3225692001,23369.8806152344,103814.144310296,93761.3090820313,65785.8013752022,64571.8725585938,33862.7121725737,32495.5493164062,123295.402572002,114396.744140625
15055539,207983.014542979,502894.33203125,88689.1282673374,548925.54296875,320103.189260872,748082.80859375,,,,,,,17941.8256890615,65881.513671875,22296.0842424987,82128.55078125,15681.4469457237,85629.24609375
29893557,287090.269439113,247944.899902344,155891.62431537,177371.952331543,341790.326043986,271853.986328125,189107.526273569,160996.372802734,92959.5767235872,110890.061523438,204306.688263775,181854.295227051,283407.688720622,244525.274414063,154116.419763464,164868.928710938,316438.027716944,269814.358398438
4504425,455614.602791548,245144.65625,241125.170195038,148373.25,194292.524426623,126971.21875,148935.36135054,85153.033203125,59605.9060941218,51416.11328125,121655.573425337,87916.130859375,996971.407231815,558101.07421875,527381.019924204,342519.509765625,446249.084788999,342049.763671875
10835145,87709.0097732518,131481.334472656,1404526.76200552,902412.15234375,541206.83535131,704275.7265625,28527.2793178367,45345.3095703125,470123.445047217,311429.291015625,194327.938642373,244061.383300781,31499.3108756987,52899.1362304687,503534.542687684,308087.1953125,179729.176992881,234255.9921875
28178832,181523.060487522,217086.744140625,188023.425156097,320899.2890625,153614.754234133,199662.98046875,62847.3696269362,61633.076171875,71829.81627551,90704.53515625,44177.8344861243,43031.83984375,,,,,,
256222019,352417.803644139,433561.7265625,237226.141064194,542815.380859375,703312.940565593,775857.265625,244917.808033521,287945.762695313,149927.493309586,360349.209716797,499494.048818513,555548.416992187,224459.262125553,275376.590087891,139587.567309688,339531.725585937,465509.926285102,488535.063964844
47086907,75783.5297571982,112022.25,56891.581315125,71883.2734375,96467.6720257381,147388.2421875,24205.2147164977,34055.8071289062,24974.8964943036,24021.4301757813,28736.9804886026,41428.2890625,,,,,,
14591909,61125.9855715884,70872.890625,67281.4234761616,96791.5625,67628.960190598,66933.96875,75772.6928090702,70298.625,81395.0638915454,119710.509765625,67600.7071341568,79898.7255859375,,,,,,
27894317,117052.606232667,102309.470703125,216645.331427318,100978.572265625,119820.712769189,98765.302734375,17387.1423205324,19682.97265625,33261.1199771564,16384.943359375,15180.3612868178,12351.435546875,33336.6041469657,28776.044921875,68025.7622281682,32799.33984375,59347.2886033163,43338.67578125
71773329,27344.2293747823,30095.431640625,7975.6358274421,27955.685546875,35917.6734419208,50863.890625,,,,,,,71667.421235765,97975.8749999999,82342.808127724,93993.5234374999,95345.3541778896,107178.0078125
15431297,93649.7159437458,179693.923828125,74995.9148030945,157966.827148438,175782.051146893,430633.39453125,35725.7645841993,78692.5913085938,34524.2814160542,75848.4467773438,65913.7648955741,189341.490234375,32524.6310807468,55510.6640625,31503.0355542306,83955.1533203125,75588.1988252141,190714.5078125
19913446,92881.0025989806,94991.6254882813,96153.3394733336,198815.015625,191606.172206365,285246.481445313,59557.7153298093,54896.05078125,52349.5331158611,123038.74609375,121104.854261825,151575.48828125,41202.7395479249,45116.4370117188,41172.7476932871,79430.6796875,84228.6252239485,112765.82421875
28416431,56627.1741598323,48276.6765136719,34651.7152825936,123779.284179688,137627.771667944,193682.236328125,24528.2763124823,23679.8564453125,16081.0595876018,61179.0869140625,82178.0182640134,111346.19140625,53558.9209692318,75498.578125,14371.1547272154,44035.953125,114905.370912812,97605.2500000001
